word,meaning,part_of_speech,examples,meaning_vi,phonetic,count
mistake,"
+) a wrong action attributable to bad judgment or ignorance or inattention","n, v","
+) he made a bad mistake
+) she was quick to point out my errors
+) I could understand his English in spite of his grammatical faults","+) lỗi, sai lầm, lỗi lầm
+) (thông tục) không còn nghi ngờ gì nữa
+) phạm sai lầm, phạm lỗi",mistake,0.0
hand,"
+) the (prehensile) extremity of the superior limb","n, v","
+) he had the hands of a surgeon
+) he extended his mitt
+) the hired hand fixed the railing","+) tay, bàn tay (người); bàn chân trước (loài vật bốn chân)
+) quyền hành; sự có sãn (trong tay); sự nắm giữ (trong tay); sự kiểm soát
+) sự tham gia, sự nhúng tay vào; phần tham gia",hand,0.0
half,"
+) one of two equal parts of a divisible whole","a, n, s, r","
+) half a loaf
+) half an hour
+) a century and one half","+) (một) nửa, phân chia đôi
+) nửa giờ, ba mươi phút
+) phần thưởng một nửa (không hoàn toàn là một nửa)",one-half,0.0
patient,"
+) a person who requires medical care","a, n","
+) the number of emergency patients has grown rapidly
+) a patient smile
+) was patient with the children","+) kiên nhẫn, nhẫn nại, bền chí
+) chịu đựng một cách kiên nhẫn
+) có thể nhận, phù hợp với",patient,0.0
per,,,,"+) mỗi
+) bởi, bằng, qua
+) do (ai làm, gửi...), theo",,0.0
bear,"
+) massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws","n, v","
+) bear a resemblance
+) bear a signature
+) My wife had twins yesterday!","+) mang, cầm, vác, đội, đeo, ôm
+) chịu, chịu đựng
+) sinh, sinh sản, sinh lợi",bear,0.0
group,"
+) any number of entities (members) considered as a unit","n, v","
+) Can you group these shapes together?","+) nhóm
+) (hoá học) nhóm, gốc
+) hợp thành nhóm; tập hợp lại",group,0.0
deal,"
+) a particular instance of buying or selling","n, v","
+) it was a package deal
+) I had no further trade with him
+) he's a master of the business deal","+) gỗ tùng, gỗ thông
+) tấm ván cây
+) số lượng",deal,0.0
position,"
+) the particular portion of space occupied by something","n, v","
+) he put the lamp back in its place
+) consider what follows from the positivist view
+) he assumed an attitude of surrender","+) vị trí, chỗ (của một vật gì)
+) (quân sự) vị trí
+) thế",position,0.0
power,"
+) possession of controlling influence","n, v","
+) the deterrent power of nuclear weapons
+) the power of his love saved her
+) his powerfulness was concealed by a gentle facade","+) khả năng, tài năng, năng lực
+) sức, lực, sức mạnh
+) quyền, chính quyền, quyền hạn, quyền lực, quyền thế, thế lực, uy quyền",power,0.0
equal,"
+) a person who is of equal standing with another in a group","a, n, v","
+) One dollar equals 1,000 rubles these days!
+) Nothing can rival cotton for durability
+) Your performance doesn't even touch that of your colleagues","+) ngang, bằng
+) ngang sức (cuộc đấu...)
+) đủ sức, đủ khả năng; đáp ứng được",peer,0.0
print,"
+) the text appearing in a book, newspaper, or other printed publication","n, v","
+) I want to see it in print
+) some previous reader had covered the pages with dozens of marks
+) paw prints were everywhere","+) chữ in
+) sự in ra
+) dấu in; vết; dấu",print,0.0
act,"
+) a legal document codifying the result of deliberations of a committee or society or legislative body","n, v","
+) he did his act three times every evening
+) she had a catchy little routine
+) it was one of the best numbers he ever did","+) hành động, việc làm, cử chỉ, hành vi
+) đạo luật
+) chứng thư",act,0.0
process,"
+) a particular course of action intended to achieve a result","n, v","
+) the procedure of obtaining a driver's license
+) it was a process of trial and error
+) the process of thinking","+) quá trình, sự tiến triển
+) sự tiến hành
+) phương pháp, cách thức (sản xuất, chế biến)",procedure,0.0
produce,"
+) fresh fruits and vegetable grown for the market","n, v","
+) The tree would not produce fruit
+) We produce more cars than we can sell
+) The company has been making toys for two centuries","+) sản lượng
+) sản vật, sản phẩm
+) kết quả",produce,0.0
grade,"
+) a body of students who are taught together","n, v","
+) early morning classes are always sleepy
+) lumber of the highest grade
+) the road had a steep grade","+) (toán học) Grát
+) cấp bậc, mức, độ; hạng, loại; tầng lớp
+) (từ Mỹ,nghĩa Mỹ) điểm, điểm số (của học sinh)",class,0.0
outside,"
+) the region that is outside of something","a, n, s, r","
+) an outside margin
+) extraneous light in the camera spoiled the photograph
+) relying upon an extraneous income","+) bề ngoài, bên ngoài
+) thế giới bên ngoài
+) hành khách ngồi phía ngoài",outside,0.0
coach,"
+) (sports) someone in charge of training an athlete or a team","n, v","
+) he always rode the bus to work
+) He is training our Olympic team
+) She is coaching the crew","+) xe ngựa bốn bánh ((thường) bốn ngựa)
+) (ngành đường sắt) toa hành khách
+) xe buýt chạy đường dài",coach,0.0
stand,"
+) a support or foundation","n, v","
+) the base of the lamp
+) they cut down a stand of trees
+) a bedside stand","+) sự dừng lại, sự đứng lại
+) sự chống cự, sự đấu tranh chống lại
+) chỗ đứng, vị trí",base,0.0
talk,"
+) an exchange of ideas via conversation","n, v","
+) let's have more work and less talk around here
+) his poetry contains much talk about love and anger
+) I attended an interesting talk on local history","+) lời nói
+) cuộc chuyện trò, cuộc mạn đàm
+) bài nói chuyện",talk,0.0
range,"
+) an area in which something acts or operates or has power or control:","n, v","
+) the range of a supersonic jet
+) a piano has a greater range than the human voice
+) the ambit of municipal legislation","+) dãy, hàng
+) phạm vị, lĩnh vực; trình độ
+) loại",scope,0.0
swim,"
+) the act of swimming; :","n, v","
+) it was the swimming they enjoyed most
+) they took a short swim in the pool
+) We had to swim for 20 minutes to reach the shore","+) sự bơi lội
+) vực sâu nhiều cá (ở sông)
+) tình hình chung, chiều hướng chung",swimming,0.0
sure,"
+) having or feeling no doubt or uncertainty; confident and assured","a, s, r","
+) felt certain of success
+) was sure (or certain) she had seen it
+) was very sure in his beliefs","+) chắc, chắc chắn
+) chắc chắn, có thể tin cậy được; cẩn thận
+) thật, xác thật",certain,0.0
subject,"
+) the subject matter of a conversation or discussion","s, n, v","
+) he didn't want to discuss that subject
+) it was a very sensitive topic
+) his letters were always on the theme of love","+) chủ đề; vấn đề
+) dân, thần dân
+) (ngôn ngữ học) chủ ngữ",subject,0.0
empty,"
+) a container that has been emptied","a, n, v, s","
+) return all empties to the store
+) Empty the box
+) The alarm emptied the building","+) trống, rỗng, trống không, không
+) rỗng, không có đồ đạc; không có người ở (nhà)
+) rỗng tuếch (người); không có nội dung, vô nghĩa (sự việc); hão, suông (lời hứa)",empty,0.0
still,"
+) a static photograph (especially one taken from a movie and used for advertising purposes)","v, n, a, r, s","
+) he wanted some stills for a magazine ad
+) the still of the night
+) quiet the dragons of worry and fear","+) im, yên, tĩnh mịch
+) làm thinh, nín lặng
+) không sủi bọt (rượu, bia...)",still,0.0
stay,"
+) continuing or remaining in a place or state","n, v","
+) they had a nice stay in Paris
+) a lengthy hospital stay
+) a four-month stay in bankruptcy court","+) (hàng hải) dây néo (cột buồm...)
+) đang trở buồm
+) không lợi dụng được chiều gió",stay,0.0
start,"
+) the beginning of anything","n, v","
+) it was off to a good start
+) they got an early start
+) she knew from the get-go that he was the man for her","+) lúc bắt đầu, buổi đầu
+) dị bắt đầu, cơ hội bắt đầu (một công cuộc gì)
+) sự khởi hành, sự ra đi, sự lên đường",start,0.0
spring,"
+) the season of growth","n, v","
+) the emerging buds were a sure sign of spring
+) he will hold office until the spring of next year
+) the spring was broken","+) sự nhảy; cái nhảy
+) mùa xuân (đen &amp;amp; bóng)
+) suối",spring,0.0
nock,"
+) make small marks into the surface of",v,"
+) score the clay before firing it","+) khấc nỏ (ở hai đầu cánh nỏ, để giữ dây nỏ); khấc tên (ở đầu cuối tên để đặt tên vào dây nỏ)
+) khấc (cánh nỏ)
+) đặt (tên) vào dây cung",score,0.0
run,"
+) a score in baseball made by a runner touching all four bases safely","n, v","
+) the Yankees scored 3 runs in the bottom of the 9th
+) their first tally came in the 3rd inning
+) in the experimental trials the amount of carbon was measured separately","+) sự chạy
+) cuộc hành trình ngắn, cuộc đi tham quan ngắn; cuộc đi dạo, cuộc đi chơi
+) chuyến đi; quâng đường đi (xe lửa, tàu thuỷ...)",run,0.0
rule,"
+) a principle or condition that customarily governs behavior","n, v","
+) it was his rule to take a walk before breakfast
+) short haircuts were the regulation
+) the convention of not naming the main character","+) phép tắc, quy tắc, nguyên tắc; quy luật; điều lệ, luật lệ
+) thói quen, lệ thường
+) quyền lực",rule,0.0
water,"
+) binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent","n, v","
+) they invaded our territorial waters
+) they were sitting by the water's edge
+) the town debated the purification of the water supply","+) nước
+) dung dịch nước, nước
+) khối nước (của sông, hồ...)",water,0.0
routine,"
+) an unvarying or habitual method or procedure","n, s","
+) he did his act three times every evening
+) she had a catchy little routine
+) it was one of the best numbers he ever did","+) lề thói hằng ngày; công việc thường làm hằng ngày
+) thủ tục; lệ thường
+) (sân khấu) tiết mục nhảy múa; tiết mục khôi hài",routine,0.0
river,"
+) a large natural stream of water (larger than a creek)",n,"
+) the river was navigable for 50 miles","+) dòng sông
+) dòng chảy tràn ngập, dòng chảy lai láng
+) (nghĩa bóng) (the river) ranh giới giữa sự sống với sự chết",river,0.0
except,"
+) take exception to",v,"
+) he demurred at my suggestion to work on Saturday
+) The bad results were excluded from the report
+) Leave off the top piece","+) trừ ra, loại ra
+) phản đối, chống lại
+) trừ, trừ ra, không kể",demur,0.0
right,"
+) an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ; - Eleanor Roosevelt","v, n, a, r, s","
+) they are endowed by their Creator with certain unalienable Rights
+) Certain rights can never be granted to the government but must be kept in the hands of the people
+) a right is not something that somebody gives you; it is something that nobody can take away","+) điều tốt, điều phải, điều đứng đắn; điều thiện
+) quyền
+) quyền lợi",right,0.0
